"행정구역별","산업별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"봉림동","합계","남자종사자수[명]","명","7455","9749","9978","9827","9879",
"봉림동","합계","여자종사자수[명]","명","6934","8830","9427","9645","10320",
"봉림동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","-",
"봉림동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","-",
"봉림동","광업","사업체수[개]","개","1","1","1","1","1",
"봉림동","광업","종사자수[명]","명","3","4","5","X","X",
"봉림동","제조업","사업체수[개]","개","138","197","203","206","182",
"봉림동","제조업","종사자수[명]","명","353","689","716","679","368",
"봉림동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","5","3","3","3",
"봉림동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","5","3","3","3",
"봉림동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","1","2","2","3","3",
"봉림동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","5","5","5","8","10",
"봉림동","건설업","사업체수[개]","개","190","347","339","327","333",
"봉림동","건설업","종사자수[명]","명","961","1994","1755","1532","1611",
"봉림동"," 도매 및 소매업","사업체수[개]","개","668","1027","972","966","967",
"봉림동"," 도매 및 소매업","종사자수[명]","명","1589","1847","1878","1809","1757",
"봉림동","운수 및 창고업","사업체수[개]","개","165","240","271","260","291",
"봉림동","운수 및 창고업","종사자수[명]","명","192","304","350","343","380",
"봉림동","숙박 및 음식점업","사업체수[개]","개","900","974","979","953","936",
"봉림동","숙박 및 음식점업","종사자수[명]","명","2048","1809","2007","2051","2108",
"봉림동","정보통신업","사업체수[개]","개","16","37","39","36","45",
"봉림동","정보통신업","종사자수[명]","명","113","166","188","192","224",
"봉림동","금융 및 보험업","사업체수[개]","개","19","21","25","27","27",
"봉림동","금융 및 보험업","종사자수[명]","명","172","157","222","294","303",
"봉림동","부동산업","사업체수[개]","개","82","133","135","146","141",
"봉림동","부동산업","종사자수[명]","명","185","257","303","283","243",
"봉림동","전문,과학 및 기술 서비스업","사업체수[개]","개","53","107","113","129","144",
"봉림동","전문,과학 및 기술 서비스업","종사자수[명]","명","291","448","475","422","492",
"봉림동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","80","144","127","122","124",
"봉림동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","546","1611","2206","2088","2194",
"봉림동","공공행정,국방 및 사회보장행정","사업체수[개]","개","9","9","10","10","10",
"봉림동","공공행정,국방 및 사회보장행정","종사자수[명]","명","2818","3500","2883","2964","3131",
"봉림동","교육서비스업","사업체수[개]","개","117","130","127","126","130",
"봉림동","교육서비스업","종사자수[명]","명","2505","2050","2189","2143","2161",
"봉림동","보건업 및 사회복지 서비스업","사업체수[개]","개","95","105","109","111","112",
"봉림동","보건업 및 사회복지 서비스업","종사자수[명]","명","1532","2766","3095","3474","4048",
"봉림동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","120","134","132","139","134",
"봉림동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","517","420","512","546","511",
"봉림동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","320","386","399","415","443",
"봉림동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","559","547","613","638","649",
"용지동","합계","사업체수[개]","개","2570","3215","","","",
"용지동","합계","여성대표자사업체수[개]","개","1086","1395","","","",
"용지동","합계","종사자수[명]","명","20214","18636","","","",
"용지동","합계","남자종사자수[명]","명","10838","10177","","","",
"용지동","합계","여자종사자수[명]","명","9376","8459","","","",
"용지동","농업,임업 및 어업","사업체수[개]","개","1","1","","","",
"용지동","농업,임업 및 어업","종사자수[명]","명","2","1","","","",
"용지동","광업","사업체수[개]","개","0","0","","","",
"용지동","광업","종사자수[명]","명","0","0","","","",
"용지동","제조업","사업체수[개]","개","70","112","","","",
"용지동","제조업","종사자수[명]","명","148","220","","","",
"용지동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","1","6","","","",
"용지동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","431","444","","","",
"용지동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","4","5","","","",
"용지동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","48","44","","","",
"용지동","건설업","사업체수[개]","개","117","186","","","",
"용지동","건설업","종사자수[명]","명","1119","1465","","","",
"용지동"," 도매 및 소매업","사업체수[개]","개","460","671","","","",
"용지동"," 도매 및 소매업","종사자수[명]","명","1189","1327","","","",
"용지동","운수 및 창고업","사업체수[개]","개","145","150","","","",
"용지동","운수 및 창고업","종사자수[명]","명","259","237","","","",
"용지동","숙박 및 음식점업","사업체수[개]","개","615","670","","","",
"용지동","숙박 및 음식점업","종사자수[명]","명","1738","1579","","","",
"용지동","정보통신업","사업체수[개]","개","27","46","","","",
"용지동","정보통신업","종사자수[명]","명","533","552","","","",
"용지동","금융 및 보험업","사업체수[개]","개","43","44","","","",
"용지동","금융 및 보험업","종사자수[명]","명","968","783","","","",
"용지동","부동산업","사업체수[개]","개","147","197","","","",
"용지동","부동산업","종사자수[명]","명","1266","1115","","","",
"용지동","전문,과학 및 기술 서비스업","사업체수[개]","개","183","242","","","",
"용지동","전문,과학 및 기술 서비스업","종사자수[명]","명","1254","1247","","","",
"용지동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","70","120","","","",
"용지동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","4830","2722","","","",
"용지동","공공행정,국방 및 사회보장행정","사업체수[개]","개","26","25","","","",
"용지동","공공행정,국방 및 사회보장행정","종사자수[명]","명","3248","3672","","","",
"용지동","교육서비스업","사업체수[개]","개","154","192","","","",
"용지동","교육서비스업","종사자수[명]","명","1164","1198","","","",
"용지동","보건업 및 사회복지 서비스업","사업체수[개]","개","91","98","","","",
"용지동","보건업 및 사회복지 서비스업","종사자수[명]","명","962","1091","","","",
"용지동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","94","99","","","",
"용지동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","362","286","","","",
"용지동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","322","351","","","",
"용지동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","693","653","","","",
"성산구","합계","사업체수[개]","개","18492","24659","28799","28432","28212",
"성산구","합계","여성대표자사업체수[개]","개","7551","9586","11308","11217","11255",
"성산구","합계","종사자수[명]","명","150968","152872","177911","182130","182202",
"성산구","합계","남자종사자수[명]","명","102054","104461","117105","119819","117943",
"성산구","합계","여자종사자수[명]","명","48914","48411","60806","62311","64259",
"성산구","농업,임업 및 어업","사업체수[개]","개","2","5","8","8","8",
"성산구","농업,임업 및 어업","종사자수[명]","명","6","9","12","151","156",
"성산구","광업","사업체수[개]","개","2","-","-","-","-",
"성산구","광업","종사자수[명]","명","14","-","-","-","-",
"성산구","제조업","사업체수[개]","개","3067","4097","4447","4476","3814",
"성산구","제조업","종사자수[명]","명","74588","76115","78487","79159","77698",
"성산구","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","8","25","34","29","39",
"성산구","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","185","220","679","668","734",
"성산구","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","34","41","49","48","48",
"성산구","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","490","429","548","600","580",
"성산구","건설업","사업체수[개]","개","504","1326","1555","1553","1574",
"성산구","건설업","종사자수[명]","명","4341","5475","5965","6150","5788",
"성산구"," 도매 및 소매업","사업체수[개]","개","3592","5426","6043","5952","6011",
"성산구"," 도매 및 소매업","종사자수[명]","명","10409","11030","12946","12412","12172",
"성산구","운수 및 창고업","사업체수[개]","개","811","1303","1614","1391","1736",
"성산구","운수 및 창고업","종사자수[명]","명","3631","4323","4790","4613","4996",
"성산구","숙박 및 음식점업","사업체수[개]","개","3824","4212","4914","4809","4714",
"성산구","숙박 및 음식점업","종사자수[명]","명","11705","9970","12068","13009","13245",
"성산구","정보통신업","사업체수[개]","개","138","226","325","341","376",
"성산구","정보통신업","종사자수[명]","명","1451","1601","2451","2167","2315",
"성산구","금융 및 보험업","사업체수[개]","개","367","438","503","477","486",
"성산구","금융 및 보험업","종사자수[명]","명","5372","5254","6389","6166","6265",
"성산구","부동산업","사업체수[개]","개","854","1191","1441","1463","1394",
"성산구","부동산업","종사자수[명]","명","3630","3596","5393","5399","5506",
"성산구","전문,과학 및 기술 서비스업","사업체수[개]","개","761","1114","1388","1403","1410",
"성산구","전문,과학 및 기술 서비스업","종사자수[명]","명","5853","7234","8451","8729","8418",
"성산구","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","394","689","832","810","767",
"성산구","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","6629","6356","9287","11676","12374",
