arrprevstationcnt,arrtime,nodeid,nodenm,routeid,routeno,routetp,vehicletp,station_id,ts
23,1106,CWB379001224,KT마산점,CWB379000220,22,지선버스,저상버스,CWB379001224,2025-09-07T21:12:18+09:00
32,2002,CWB379001224,KT마산점,CWB379000240,24,지선버스,저상버스,CWB379001224,2025-09-07T21:12:18+09:00
21,1220,CWB379001224,KT마산점,CWB379000400,40,지선버스,일반차량,CWB379001224,2025-09-07T21:12:18+09:00
25,1471,CWB379001224,KT마산점,CWB379000410,41,지선버스,일반차량,CWB379001224,2025-09-07T21:12:18+09:00
45,2899,CWB379001224,KT마산점,CWB379000450,45,지선버스,저상버스,CWB379001224,2025-09-07T21:12:18+09:00
28,1487,CWB379001224,KT마산점,CWB379000500,50,지선버스,저상버스,CWB379001224,2025-09-07T21:12:18+09:00
31,1822,CWB379001224,KT마산점,CWB379000530,53,지선버스,저상버스,CWB379001224,2025-09-07T21:12:18+09:00
28,1705,CWB379001224,KT마산점,CWB379000540,54,지선버스,일반차량,CWB379001224,2025-09-07T21:12:18+09:00
4,204,CWB379001224,KT마산점,CWB379000620,62,지선버스,일반차량,CWB379001224,2025-09-07T21:12:18+09:00
15,833,CWB379001284,마산합포구청.의료원,CWB379000200,20,지선버스,저상버스,CWB379001284,2025-09-07T21:12:19+09:00
25,1226,CWB379001284,마산합포구청.의료원,CWB379000220,22,지선버스,저상버스,CWB379001284,2025-09-07T21:12:19+09:00
34,2122,CWB379001284,마산합포구청.의료원,CWB379000240,24,지선버스,저상버스,CWB379001284,2025-09-07T21:12:19+09:00
23,1340,CWB379001284,마산합포구청.의료원,CWB379000400,40,지선버스,일반차량,CWB379001284,2025-09-07T21:12:19+09:00
27,1591,CWB379001284,마산합포구청.의료원,CWB379000410,41,지선버스,일반차량,CWB379001284,2025-09-07T21:12:19+09:00
47,3019,CWB379001284,마산합포구청.의료원,CWB379000450,45,지선버스,저상버스,CWB379001284,2025-09-07T21:12:19+09:00
30,1607,CWB379001284,마산합포구청.의료원,CWB379000500,50,지선버스,저상버스,CWB379001284,2025-09-07T21:12:19+09:00
33,1942,CWB379001284,마산합포구청.의료원,CWB379000530,53,지선버스,저상버스,CWB379001284,2025-09-07T21:12:19+09:00
30,1825,CWB379001284,마산합포구청.의료원,CWB379000540,54,지선버스,일반차량,CWB379001284,2025-09-07T21:12:19+09:00
6,324,CWB379001284,마산합포구청.의료원,CWB379000620,62,지선버스,일반차량,CWB379001284,2025-09-07T21:12:19+09:00
19,1044,CWB379001376,연세병원,CWB379000200,20,지선버스,저상버스,CWB379001376,2025-09-07T21:12:19+09:00
29,1437,CWB379001376,연세병원,CWB379000220,22,지선버스,저상버스,CWB379001376,2025-09-07T21:12:19+09:00
38,2333,CWB379001376,연세병원,CWB379000240,24,지선버스,저상버스,CWB379001376,2025-09-07T21:12:19+09:00
27,1551,CWB379001376,연세병원,CWB379000400,40,지선버스,일반차량,CWB379001376,2025-09-07T21:12:19+09:00
31,1802,CWB379001376,연세병원,CWB379000410,41,지선버스,일반차량,CWB379001376,2025-09-07T21:12:19+09:00
51,3230,CWB379001376,연세병원,CWB379000450,45,지선버스,저상버스,CWB379001376,2025-09-07T21:12:19+09:00
34,1818,CWB379001376,연세병원,CWB379000500,50,지선버스,저상버스,CWB379001376,2025-09-07T21:12:19+09:00
37,2153,CWB379001376,연세병원,CWB379000530,53,지선버스,저상버스,CWB379001376,2025-09-07T21:12:19+09:00
34,2036,CWB379001376,연세병원,CWB379000540,54,지선버스,일반차량,CWB379001376,2025-09-07T21:12:19+09:00
10,535,CWB379001376,연세병원,CWB379000620,62,지선버스,일반차량,CWB379001376,2025-09-07T21:12:19+09:00
1,33,CWB379001331,중부경찰서,CWB379000510,51,지선버스,저상버스,CWB379001331,2025-09-07T21:12:20+09:00
36,2317,CWB379001331,중부경찰서,CWB379000640,64,지선버스,일반차량,CWB379001331,2025-09-07T21:12:20+09:00
4,147,CWB379001331,중부경찰서,CWB379000700,70,지선버스,저상버스,CWB379001331,2025-09-07T21:12:20+09:00
13,929,CWB379001331,중부경찰서,CWB379000710,71,지선버스,저상버스,CWB379001331,2025-09-07T21:12:20+09:00
36,2168,CWB379001331,중부경찰서,CWB379000720,72,지선버스,저상버스,CWB379001331,2025-09-07T21:12:20+09:00
1,2,CWB379001331,중부경찰서,CWB379001070,107,간선버스,저상버스,CWB379001331,2025-09-07T21:12:20+09:00
1,1,CWB379001331,중부경찰서,CWB379001220,122,간선버스,저상버스,CWB379001331,2025-09-07T21:12:20+09:00
5,293,CWB379001331,중부경찰서,CWB379001600,160,간선버스,저상버스,CWB379001331,2025-09-07T21:12:20+09:00
9,486,CWB379001331,중부경찰서,CWB379002530,253,지선버스,저상버스,CWB379001331,2025-09-07T21:12:20+09:00
21,1263,CWB379001331,중부경찰서,CWB379002630,263,지선버스,일반차량,CWB379001331,2025-09-07T21:12:20+09:00
3,136,CWB379001228,KT마산점,CWB379000510,51,지선버스,저상버스,CWB379001228,2025-09-07T21:12:20+09:00
40,2531,CWB379001228,KT마산점,CWB379000640,64,지선버스,일반차량,CWB379001228,2025-09-07T21:12:20+09:00
8,357,CWB379001228,KT마산점,CWB379000700,70,지선버스,저상버스,CWB379001228,2025-09-07T21:12:20+09:00
17,1144,CWB379001228,KT마산점,CWB379000710,71,지선버스,저상버스,CWB379001228,2025-09-07T21:12:20+09:00
40,2378,CWB379001228,KT마산점,CWB379000720,72,지선버스,저상버스,CWB379001228,2025-09-07T21:12:20+09:00
1,1,CWB379001228,KT마산점,CWB379001000,100,간선버스,저상버스,CWB379001228,2025-09-07T21:12:20+09:00
1,1,CWB379001228,KT마산점,CWB379001020,102,간선버스,일반차량,CWB379001228,2025-09-07T21:12:20+09:00
3,158,CWB379001228,KT마산점,CWB379001070,107,간선버스,저상버스,CWB379001228,2025-09-07T21:12:20+09:00
1,3,CWB379001228,KT마산점,CWB379001090,109,간선버스,저상버스,CWB379001228,2025-09-07T21:12:20+09:00
9,503,CWB379001228,KT마산점,CWB379001600,160,간선버스,저상버스,CWB379001228,2025-09-07T21:12:20+09:00
17,923,CWB379001328,중부경찰서,CWB379000200,20,지선버스,저상버스,CWB379001328,2025-09-07T21:12:21+09:00
27,1316,CWB379001328,중부경찰서,CWB379000220,22,지선버스,저상버스,CWB379001328,2025-09-07T21:12:21+09:00
36,2212,CWB379001328,중부경찰서,CWB379000240,24,지선버스,저상버스,CWB379001328,2025-09-07T21:12:21+09:00
25,1430,CWB379001328,중부경찰서,CWB379000400,40,지선버스,일반차량,CWB379001328,2025-09-07T21:12:21+09:00
29,1681,CWB379001328,중부경찰서,CWB379000410,41,지선버스,일반차량,CWB379001328,2025-09-07T21:12:21+09:00
49,3109,CWB379001328,중부경찰서,CWB379000450,45,지선버스,저상버스,CWB379001328,2025-09-07T21:12:21+09:00
32,1697,CWB379001328,중부경찰서,CWB379000500,50,지선버스,저상버스,CWB379001328,2025-09-07T21:12:21+09:00
35,2032,CWB379001328,중부경찰서,CWB379000530,53,지선버스,저상버스,CWB379001328,2025-09-07T21:12:21+09:00
32,1915,CWB379001328,중부경찰서,CWB379000540,54,지선버스,일반차량,CWB379001328,2025-09-07T21:12:21+09:00
8,414,CWB379001328,중부경찰서,CWB379000620,62,지선버스,일반차량,CWB379001328,2025-09-07T21:12:21+09:00
1,7,CWB379001344,반월민원센터,CWB379000510,51,지선버스,저상버스,CWB379001344,2025-09-07T21:12:21+09:00
35,2284,CWB379001344,반월민원센터,CWB379000640,64,지선버스,일반차량,CWB379001344,2025-09-07T21:12:21+09:00
3,114,CWB379001344,반월민원센터,CWB379000700,70,지선버스,저상버스,CWB379001344,2025-09-07T21:12:21+09:00
12,896,CWB379001344,반월민원센터,CWB379000710,71,지선버스,저상버스,CWB379001344,2025-09-07T21:12:21+09:00
35,2135,CWB379001344,반월민원센터,CWB379000720,72,지선버스,저상버스,CWB379001344,2025-09-07T21:12:21+09:00
4,260,CWB379001344,반월민원센터,CWB379001600,160,간선버스,저상버스,CWB379001344,2025-09-07T21:12:21+09:00
8,453,CWB379001344,반월민원센터,CWB379002530,253,지선버스,저상버스,CWB379001344,2025-09-07T21:12:21+09:00
20,1230,CWB379001344,반월민원센터,CWB379002630,263,지선버스,일반차량,CWB379001344,2025-09-07T21:12:21+09:00
1,29,CWB379001344,반월민원센터,CWB379002770,277,지선버스,일반차량,CWB379001344,2025-09-07T21:12:21+09:00
1,8,CWB379001312,경동메르빌APT,CWB379000510,51,지선버스,저상버스,CWB379001312,2025-09-07T21:12:22+09:00
37,2347,CWB379001312,경동메르빌APT,CWB379000640,64,지선버스,일반차량,CWB379001312,2025-09-07T21:12:22+09:00
5,177,CWB379001312,경동메르빌APT,CWB379000700,70,지선버스,저상버스,CWB379001312,2025-09-07T21:12:22+09:00
14,959,CWB379001312,경동메르빌APT,CWB379000710,71,지선버스,저상버스,CWB379001312,2025-09-07T21:12:22+09:00
37,2198,CWB379001312,경동메르빌APT,CWB379000720,72,지선버스,저상버스,CWB379001312,2025-09-07T21:12:22+09:00
1,13,CWB379001312,경동메르빌APT,CWB379001000,100,간선버스,저상버스,CWB379001312,2025-09-07T21:12:22+09:00
1,18,CWB379001312,경동메르빌APT,CWB379001070,107,간선버스,저상버스,CWB379001312,2025-09-07T21:12:22+09:00
1,12,CWB379001312,경동메르빌APT,CWB379001220,122,간선버스,저상버스,CWB379001312,2025-09-07T21:12:22+09:00
6,323,CWB379001312,경동메르빌APT,CWB379001600,160,간선버스,저상버스,CWB379001312,2025-09-07T21:12:22+09:00
10,516,CWB379001312,경동메르빌APT,CWB379002530,253,지선버스,저상버스,CWB379001312,2025-09-07T21:12:22+09:00
18,981,CWB379001347,반월민원센터,CWB379000200,20,지선버스,저상버스,CWB379001347,2025-09-07T21:12:22+09:00
28,1374,CWB379001347,반월민원센터,CWB379000220,22,지선버스,저상버스,CWB379001347,2025-09-07T21:12:22+09:00
37,2270,CWB379001347,반월민원센터,CWB379000240,24,지선버스,저상버스,CWB379001347,2025-09-07T21:12:22+09:00
27,1509,CWB379001347,반월민원센터,CWB379000400,40,지선버스,일반차량,CWB379001347,2025-09-07T21:12:22+09:00
30,1739,CWB379001347,반월민원센터,CWB379000410,41,지선버스,일반차량,CWB379001347,2025-09-07T21:12:22+09:00
50,3167,CWB379001347,반월민원센터,CWB379000450,45,지선버스,저상버스,CWB379001347,2025-09-07T21:12:22+09:00
33,1755,CWB379001347,반월민원센터,CWB379000500,50,지선버스,저상버스,CWB379001347,2025-09-07T21:12:22+09:00
36,2090,CWB379001347,반월민원센터,CWB379000530,53,지선버스,저상버스,CWB379001347,2025-09-07T21:12:22+09:00
33,1973,CWB379001347,반월민원센터,CWB379000540,54,지선버스,일반차량,CWB379001347,2025-09-07T21:12:22+09:00
9,472,CWB379001347,반월민원센터,CWB379000620,62,지선버스,일반차량,CWB379001347,2025-09-07T21:12:22+09:00
16,872,CWB379001313,경동메르빌APT,CWB379000200,20,지선버스,저상버스,CWB379001313,2025-09-07T21:12:23+09:00
26,1265,CWB379001313,경동메르빌APT,CWB379000220,22,지선버스,저상버스,CWB379001313,2025-09-07T21:12:23+09:00
35,2161,CWB379001313,경동메르빌APT,CWB379000240,24,지선버스,저상버스,CWB379001313,2025-09-07T21:12:23+09:00
24,1379,CWB379001313,경동메르빌APT,CWB379000400,40,지선버스,일반차량,CWB379001313,2025-09-07T21:12:23+09:00
28,1630,CWB379001313,경동메르빌APT,CWB379000410,41,지선버스,일반차량,CWB379001313,2025-09-07T21:12:23+09:00
48,3058,CWB379001313,경동메르빌APT,CWB379000450,45,지선버스,저상버스,CWB379001313,2025-09-07T21:12:23+09:00
31,1646,CWB379001313,경동메르빌APT,CWB379000500,50,지선버스,저상버스,CWB379001313,2025-09-07T21:12:23+09:00
34,1981,CWB379001313,경동메르빌APT,CWB379000530,53,지선버스,저상버스,CWB379001313,2025-09-07T21:12:23+09:00
31,1864,CWB379001313,경동메르빌APT,CWB379000540,54,지선버스,일반차량,CWB379001313,2025-09-07T21:12:23+09:00
7,363,CWB379001313,경동메르빌APT,CWB379000620,62,지선버스,일반차량,CWB379001313,2025-09-07T21:12:23+09:00
22,1202,CWB379001418,"경남대,서중학교",CWB379000200,20,지선버스,저상버스,CWB379001418,2025-09-07T21:12:24+09:00
32,1595,CWB379001418,"경남대,서중학교",CWB379000220,22,지선버스,저상버스,CWB379001418,2025-09-07T21:12:24+09:00
21,1197,CWB379001418,"경남대,서중학교",CWB379000270,27,지선버스,저상버스,CWB379001418,2025-09-07T21:12:24+09:00
30,1709,CWB379001418,"경남대,서중학교",CWB379000400,40,지선버스,일반차량,CWB379001418,2025-09-07T21:12:24+09:00
34,1960,CWB379001418,"경남대,서중학교",CWB379000410,41,지선버스,일반차량,CWB379001418,2025-09-07T21:12:24+09:00
54,3388,CWB379001418,"경남대,서중학교",CWB379000450,45,지선버스,저상버스,CWB379001418,2025-09-07T21:12:24+09:00
36,1931,CWB379001418,"경남대,서중학교",CWB379000500,50,지선버스,저상버스,CWB379001418,2025-09-07T21:12:24+09:00
40,2318,CWB379001418,"경남대,서중학교",CWB379000530,53,지선버스,저상버스,CWB379001418,2025-09-07T21:12:24+09:00
37,2194,CWB379001418,"경남대,서중학교",CWB379000540,54,지선버스,일반차량,CWB379001418,2025-09-07T21:12:24+09:00
7,398,CWB379001418,"경남대,서중학교",CWB379001000,100,간선버스,저상버스,CWB379001418,2025-09-07T21:12:24+09:00
43,2744,CWB379001114,자유무역지역정문,CWB379000640,64,지선버스,일반차량,CWB379001114,2025-09-07T21:12:25+09:00
3,167,CWB379001114,자유무역지역정문,CWB379000641,64-1,지선버스,저상버스,CWB379001114,2025-09-07T21:12:25+09:00
10,524,CWB379001114,자유무역지역정문,CWB379000700,70,지선버스,저상버스,CWB379001114,2025-09-07T21:12:25+09:00
43,2594,CWB379001114,자유무역지역정문,CWB379000720,72,지선버스,저상버스,CWB379001114,2025-09-07T21:12:25+09:00
3,134,CWB379001114,자유무역지역정문,CWB379001020,102,간선버스,일반차량,CWB379001114,2025-09-07T21:12:25+09:00
6,369,CWB379001114,자유무역지역정문,CWB379001070,107,간선버스,저상버스,CWB379001114,2025-09-07T21:12:25+09:00
3,160,CWB379001114,자유무역지역정문,CWB379001090,109,간선버스,저상버스,CWB379001114,2025-09-07T21:12:25+09:00
3,198,CWB379001114,자유무역지역정문,CWB379001140,114,간선버스,저상버스,CWB379001114,2025-09-07T21:12:25+09:00
12,705,CWB379001114,자유무역지역정문,CWB379001600,160,간선버스,저상버스,CWB379001114,2025-09-07T21:12:25+09:00
3,157,CWB379001114,자유무역지역정문,CWB379001630,163,간선버스,저상버스,CWB379001114,2025-09-07T21:12:25+09:00
9,483,CWB379001107,자유무역지역정문,CWB379000200,20,지선버스,저상버스,CWB379001107,2025-09-07T21:12:25+09:00
19,894,CWB379001107,자유무역지역정문,CWB379000220,22,지선버스,저상버스,CWB379001107,2025-09-07T21:12:25+09:00
18,1026,CWB379001107,자유무역지역정문,CWB379000400,40,지선버스,일반차량,CWB379001107,2025-09-07T21:12:25+09:00
21,1264,CWB379001107,자유무역지역정문,CWB379000410,41,지선버스,일반차량,CWB379001107,2025-09-07T21:12:25+09:00
41,2696,CWB379001107,자유무역지역정문,CWB379000450,45,지선버스,저상버스,CWB379001107,2025-09-07T21:12:25+09:00
23,1230,CWB379001107,자유무역지역정문,CWB379000500,50,지선버스,저상버스,CWB379001107,2025-09-07T21:12:25+09:00
1,1,CWB379001107,자유무역지역정문,CWB379000620,62,지선버스,일반차량,CWB379001107,2025-09-07T21:12:25+09:00
3,129,CWB379001107,자유무역지역정문,CWB379000650,65,지선버스,일반차량,CWB379001107,2025-09-07T21:12:25+09:00
20,980,CWB379001107,자유무역지역정문,CWB379000700,70,지선버스,저상버스,CWB379001107,2025-09-07T21:12:25+09:00
9,482,CWB379001107,자유무역지역정문,CWB379001020,102,간선버스,저상버스,CWB379001107,2025-09-07T21:12:25+09:00
10,525,CWB379001139,오동교,CWB379000200,20,지선버스,저상버스,CWB379001139,2025-09-07T21:12:26+09:00
20,936,CWB379001139,오동교,CWB379000220,22,지선버스,저상버스,CWB379001139,2025-09-07T21:12:26+09:00
19,1068,CWB379001139,오동교,CWB379000400,40,지선버스,일반차량,CWB379001139,2025-09-07T21:12:26+09:00
22,1306,CWB379001139,오동교,CWB379000410,41,지선버스,일반차량,CWB379001139,2025-09-07T21:12:26+09:00
42,2738,CWB379001139,오동교,CWB379000450,45,지선버스,저상버스,CWB379001139,2025-09-07T21:12:26+09:00
24,1272,CWB379001139,오동교,CWB379000500,50,지선버스,저상버스,CWB379001139,2025-09-07T21:12:26+09:00
1,22,CWB379001139,오동교,CWB379000620,62,지선버스,일반차량,CWB379001139,2025-09-07T21:12:26+09:00
4,171,CWB379001139,오동교,CWB379000650,65,지선버스,일반차량,CWB379001139,2025-09-07T21:12:26+09:00
21,1022,CWB379001139,오동교,CWB379000700,70,지선버스,저상버스,CWB379001139,2025-09-07T21:12:26+09:00
10,524,CWB379001139,오동교,CWB379001020,102,간선버스,저상버스,CWB379001139,2025-09-07T21:12:26+09:00
11,572,CWB379001173,오동동아구찜거리,CWB379000200,20,지선버스,저상버스,CWB379001173,2025-09-07T21:12:26+09:00
21,983,CWB379001173,오동동아구찜거리,CWB379000220,22,지선버스,저상버스,CWB379001173,2025-09-07T21:12:26+09:00
20,1115,CWB379001173,오동동아구찜거리,CWB379000400,40,지선버스,일반차량,CWB379001173,2025-09-07T21:12:26+09:00
23,1353,CWB379001173,오동동아구찜거리,CWB379000410,41,지선버스,일반차량,CWB379001173,2025-09-07T21:12:26+09:00
43,2785,CWB379001173,오동동아구찜거리,CWB379000450,45,지선버스,저상버스,CWB379001173,2025-09-07T21:12:26+09:00
25,1319,CWB379001173,오동동아구찜거리,CWB379000500,50,지선버스,저상버스,CWB379001173,2025-09-07T21:12:26+09:00
2,69,CWB379001173,오동동아구찜거리,CWB379000620,62,지선버스,일반차량,CWB379001173,2025-09-07T21:12:26+09:00
5,218,CWB379001173,오동동아구찜거리,CWB379000650,65,지선버스,일반차량,CWB379001173,2025-09-07T21:12:26+09:00
22,1069,CWB379001173,오동동아구찜거리,CWB379000700,70,지선버스,저상버스,CWB379001173,2025-09-07T21:12:26+09:00
11,571,CWB379001173,오동동아구찜거리,CWB379001020,102,간선버스,저상버스,CWB379001173,2025-09-07T21:12:26+09:00
6,304,CWB379000951,신세계백화점,CWB379000200,20,지선버스,저상버스,CWB379000951,2025-09-07T21:12:27+09:00
16,715,CWB379000951,신세계백화점,CWB379000220,22,지선버스,저상버스,CWB379000951,2025-09-07T21:12:27+09:00
15,847,CWB379000951,신세계백화점,CWB379000400,40,지선버스,일반차량,CWB379000951,2025-09-07T21:12:27+09:00
